"","ID","block","risk","p.left","change","trial","prediction","outcome"
"1006",19959,1,"high",0.6,NA,46,"right","left"
"1007",19959,1,"high",0.6,NA,47,"right","right"
"1008",19959,1,"high",0.6,NA,48,"right","left"
"1009",19959,1,"high",0.6,NA,49,"right","left"
"1010",19959,1,"high",0.6,NA,50,"left","right"
"1011",19959,1,"high",0.6,NA,51,"right","left"
"1012",19959,1,"high",0.6,NA,52,"right","left"
"1013",19959,1,"high",0.6,NA,53,"left","right"
"1014",19959,1,"high",0.6,NA,54,"right","left"
"1015",19959,1,"high",0.6,NA,55,"left","left"
"1016",19959,1,"high",0.6,NA,56,"left","left"
"1017",19959,1,"high",0.6,NA,57,"left","left"
"1018",19959,1,"high",0.6,NA,58,"left","right"
"1019",19959,1,"high",0.6,NA,59,"left","left"
"1020",19959,1,"high",0.6,NA,60,"left","right"
"1021",19959,1,"high",0.6,NA,61,"right","left"
"1022",19959,1,"high",0.6,NA,62,"left","left"
"1023",19959,1,"high",0.6,NA,63,"left","right"
"1024",19959,1,"high",0.6,NA,64,"left","left"
"1025",19959,1,"low",0.15,NA,65,"left","left"
"1026",19959,1,"low",0.15,NA,66,"left","right"
"1027",19959,1,"low",0.15,NA,67,"left","right"
"1028",19959,1,"low",0.15,NA,68,"right","right"
"1029",19959,1,"low",0.15,NA,69,"right","right"
"1030",19959,1,"low",0.15,NA,70,"right","right"
"1031",19959,1,"low",0.15,NA,71,"right","right"
"1032",19959,1,"low",0.15,NA,72,"right","left"
"1033",19959,1,"low",0.15,NA,73,"right","right"
"1034",19959,1,"low",0.15,NA,74,"right","right"
"1035",19959,1,"low",0.15,NA,75,"right","right"
"1036",19959,1,"low",0.15,NA,76,"right","right"
"1037",19959,1,"low",0.15,NA,77,"right","right"
"1038",19959,1,"low",0.15,NA,78,"right","right"
"1039",19959,1,"low",0.15,NA,79,"right","right"
"1040",19959,1,"low",0.15,NA,80,"right","right"
"1041",19959,1,"high",0.6,NA,81,"right","left"
"1042",19959,1,"high",0.6,NA,82,"right","right"
"1043",19959,1,"high",0.6,NA,83,"right","left"
"1044",19959,1,"high",0.6,NA,84,"left","right"
"1045",19959,1,"high",0.6,NA,85,"right","right"
"1046",19959,1,"high",0.6,NA,86,"right","left"
"1047",19959,1,"high",0.6,NA,87,"right","left"
"1048",19959,1,"high",0.6,NA,88,"right","left"
"1049",19959,1,"high",0.6,NA,89,"left","left"
"1050",19959,1,"high",0.6,NA,90,"left","left"
"1051",19959,1,"high",0.6,NA,91,"left","right"
"1052",19959,1,"high",0.6,NA,92,"left","right"
"1053",19959,1,"high",0.6,NA,93,"left","left"
"1054",19959,1,"high",0.6,NA,94,"left","left"
"1055",19959,1,"high",0.6,NA,95,"left","left"
"1056",19959,1,"high",0.6,NA,96,"left","right"
"1057",19959,1,"low",0.15,NA,97,"right","right"
"1058",19959,1,"low",0.15,NA,98,"right","right"
"1059",19959,1,"low",0.15,NA,99,"left","right"
"1060",19959,1,"low",0.15,NA,100,"right","right"
"1061",19959,1,"low",0.15,NA,101,"right","right"
"1062",19959,1,"low",0.15,NA,102,"right","right"
"1063",19959,1,"low",0.15,NA,103,"right","left"
"1064",19959,1,"low",0.15,NA,104,"left","right"
"1065",19959,1,"low",0.15,NA,105,"right","right"
"1066",19959,1,"low",0.15,NA,106,"right","right"
"1067",19959,1,"low",0.15,NA,107,"right","right"
"1068",19959,1,"low",0.15,NA,108,"right","right"
"1069",19959,1,"low",0.15,NA,109,"right","right"
"1070",19959,1,"low",0.15,NA,110,"right","left"
"1071",19959,1,"low",0.15,NA,111,"right","right"
"1072",19959,1,"low",0.15,NA,112,"right","right"
"1073",19959,1,"low",0.15,NA,113,"right","right"
"1074",19959,1,"low",0.15,NA,114,"right","left"
"1075",19959,1,"low",0.15,NA,115,"left","right"
"1076",19959,1,"low",0.15,NA,116,"right","right"
"1077",19959,1,"low",0.15,NA,117,"right","left"
"1078",19959,1,"low",0.15,NA,118,"right","right"
"1079",19959,1,"low",0.15,NA,119,"right","right"
"1080",19959,1,"low",0.15,NA,120,"right","right"
"1081",19959,1,"high",0.4,NA,121,"right","right"
"1082",19959,1,"high",0.4,NA,122,"right","left"
"1083",19959,1,"high",0.4,NA,123,"right","left"
"1084",19959,1,"high",0.4,NA,124,"right","right"
"1085",19959,1,"high",0.4,NA,125,"right","right"
"1086",19959,1,"high",0.4,NA,126,"right","left"
"1087",19959,1,"high",0.4,NA,127,"left","left"
"1088",19959,1,"high",0.4,NA,128,"left","right"
"1089",19959,1,"high",0.4,NA,129,"right","right"
"1090",19959,1,"high",0.4,NA,130,"right","right"
"1091",19959,1,"high",0.4,NA,131,"right","right"
"1092",19959,1,"high",0.4,NA,132,"right","right"
"1093",19959,1,"high",0.4,NA,133,"right","left"
"1094",19959,1,"high",0.4,NA,134,"right","right"
"1095",19959,1,"high",0.4,NA,135,"right","right"
"1096",19959,1,"high",0.4,NA,136,"right","left"
"1097",19959,1,"low",0.85,NA,137,"left","right"
"1098",19959,1,"low",0.85,NA,138,"right","left"
"1099",19959,1,"low",0.85,NA,139,"right","right"
"1100",19959,1,"low",0.85,NA,140,"left","left"
"1101",19959,1,"low",0.85,NA,141,"right","left"
"1102",19959,1,"low",0.85,NA,142,"right","left"
"1103",19959,1,"low",0.85,NA,143,"left","right"
"1104",19959,1,"low",0.85,NA,144,"left","right"
"1105",19959,1,"low",0.85,NA,145,"right","left"
"1106",19959,1,"low",0.85,NA,146,"right","left"
"1107",19959,1,"low",0.85,NA,147,"left","left"
"1108",19959,1,"low",0.85,NA,148,"left","right"
"1109",19959,1,"low",0.85,NA,149,"left","left"
"1110",19959,1,"low",0.85,NA,150,"left","left"
"1111",19959,1,"low",0.85,NA,151,"left","left"
"1112",19959,1,"low",0.85,NA,152,"left","left"
"1113",19959,1,"low",0.85,NA,153,"left","right"
"1114",19959,1,"low",0.85,NA,154,"right","left"
"1115",19959,1,"low",0.85,NA,155,"left","left"
"1116",19959,1,"low",0.85,NA,156,"left","left"
"1117",19959,1,"low",0.85,NA,157,"left","left"
"1118",19959,1,"low",0.85,NA,158,"left","left"
"1119",19959,1,"low",0.85,NA,159,"left","left"
"1120",19959,1,"low",0.85,NA,160,"left","left"
"1121",20176,1,"low",0.85,NA,1,"left","left"
"1122",20176,1,"low",0.85,NA,2,"left","left"
"1123",20176,1,"low",0.85,NA,3,"left","left"
"1124",20176,1,"low",0.85,NA,4,"left","right"
"1125",20176,1,"low",0.85,NA,5,"left","left"
"1126",20176,1,"low",0.85,NA,6,"left","left"
"1127",20176,1,"low",0.85,NA,7,"left","left"
"1128",20176,1,"low",0.85,NA,8,"left","left"
"1129",20176,1,"low",0.85,NA,9,"left","left"
"1130",20176,1,"low",0.85,NA,10,"left","left"
"1131",20176,1,"low",0.85,NA,11,"left","left"
"1132",20176,1,"low",0.85,NA,12,"left","left"
"1133",20176,1,"low",0.85,NA,13,"left","left"
"1134",20176,1,"low",0.85,NA,14,"left","left"
"1135",20176,1,"low",0.85,NA,15,"left","left"
"1136",20176,1,"low",0.85,NA,16,"left","left"
"1137",20176,1,"low",0.85,NA,17,"left","left"
"1138",20176,1,"low",0.85,NA,18,"left","right"
"1139",20176,1,"low",0.85,NA,19,"left","left"
"1140",20176,1,"low",0.85,NA,20,"left","left"
"1141",20176,1,"high",0.4,NA,21,"left","right"
"1142",20176,1,"high",0.4,NA,22,"left","left"
"1143",20176,1,"high",0.4,NA,23,"left","right"
"1144",20176,1,"high",0.4,NA,24,"left","left"
"1145",20176,1,"high",0.4,NA,25,"left","left"
"1146",20176,1,"high",0.4,NA,26,"left","left"
"1147",20176,1,"high",0.4,NA,27,"left","right"
"1148",20176,1,"high",0.4,NA,28,"left","left"
"1149",20176,1,"high",0.4,NA,29,"left","left"
"1150",20176,1,"high",0.4,NA,30,"left","left"
"1151",20176,1,"high",0.4,NA,31,"left","left"
"1152",20176,1,"high",0.4,NA,32,"left","right"
"1153",20176,1,"high",0.4,NA,33,"left","left"
"1154",20176,1,"high",0.4,NA,34,"left","right"
"1155",20176,1,"high",0.4,NA,35,"left","left"
"1156",20176,1,"high",0.4,NA,36,"left","left"
"1157",20176,1,"high",0.4,NA,37,"left","right"
"1158",20176,1,"high",0.4,NA,38,"left","left"
"1159",20176,1,"high",0.4,NA,39,"left","left"
"1160",20176,1,"high",0.4,NA,40,"left","right"
"1161",20176,1,"high",0.4,NA,41,"left","left"
"1162",20176,1,"high",0.4,NA,42,"left","right"
"1163",20176,1,"high",0.4,NA,43,"left","left"
"1164",20176,1,"high",0.4,NA,44,"left","right"
"1165",20176,1,"high",0.6,NA,45,"left","right"
"1166",20176,1,"high",0.6,NA,46,"left","right"
"1167",20176,1,"high",0.6,NA,47,"left","left"
"1168",20176,1,"high",0.6,NA,48,"left","left"
"1169",20176,1,"high",0.6,NA,49,"left","right"
"1170",20176,1,"high",0.6,NA,50,"left","right"
"1171",20176,1,"high",0.6,NA,51,"left","left"
"1172",20176,1,"high",0.6,NA,52,"left","left"
"1173",20176,1,"high",0.6,NA,53,"left","left"
"1174",20176,1,"high",0.6,NA,54,"left","right"
"1175",20176,1,"high",0.6,NA,55,"left","right"
"1176",20176,1,"high",0.6,NA,56,"left","left"
"1177",20176,1,"high",0.6,NA,57,"left","right"
"1178",20176,1,"high",0.6,NA,58,"left","left"
"1179",20176,1,"high",0.6,NA,59,"left","left"
"1180",20176,1,"high",0.6,NA,60,"left","right"
"1181",20176,1,"high",0.6,NA,61,"left","left"
"1182",20176,1,"high",0.6,NA,62,"left","left"
"1183",20176,1,"high",0.6,NA,63,"left","left"
"1184",20176,1,"high",0.6,NA,64,"left","right"
"1185",20176,1,"low",0.15,NA,65,"left","right"
"1186",20176,1,"low",0.15,NA,66,"left","right"
"1187",20176,1,"low",0.15,NA,67,"left","right"
"1188",20176,1,"low",0.15,NA,68,"right","right"
"1189",20176,1,"low",0.15,NA,69,"right","right"
"1190",20176,1,"low",0.15,NA,70,"right","left"
"1191",20176,1,"low",0.15,NA,71,"right","right"
"1192",20176,1,"low",0.15,NA,72,"right","right"
"1193",20176,1,"low",0.15,NA,73,"right","left"
"1194",20176,1,"low",0.15,NA,74,"right","right"
"1195",20176,1,"low",0.15,NA,75,"right","right"
"1196",20176,1,"low",0.15,NA,76,"right","right"
"1197",20176,1,"low",0.15,NA,77,"right","left"
"1198",20176,1,"low",0.15,NA,78,"right","right"
"1199",20176,1,"low",0.15,NA,79,"right","right"
"1200",20176,1,"low",0.15,NA,80,"right","right"
"1201",20176,1,"high",0.6,NA,81,"right","right"
"1202",20176,1,"high",0.6,NA,82,"right","left"
"1203",20176,1,"high",0.6,NA,83,"right","right"
"1204",20176,1,"high",0.6,NA,84,"right","right"
"1205",20176,1,"high",0.6,NA,85,"right","right"
"1206",20176,1,"high",0.6,NA,86,"right","left"
"1207",20176,1,"high",0.6,NA,87,"right","right"
"1208",20176,1,"high",0.6,NA,88,"right","right"
"1209",20176,1,"high",0.6,NA,89,"right","left"
"1210",20176,1,"high",0.6,NA,90,"right","left"
"1211",20176,1,"high",0.6,NA,91,"right","left"
"1212",20176,1,"high",0.6,NA,92,"right","left"
"1213",20176,1,"high",0.6,NA,93,"left","right"
"1214",20176,1,"high",0.6,NA,94,"left","right"
"1215",20176,1,"high",0.6,NA,95,"right","left"
"1216",20176,1,"high",0.6,NA,96,"right","left"
"1217",20176,1,"low",0.15,NA,97,"left","left"
"1218",20176,1,"low",0.15,NA,98,"left","right"
"1219",20176,1,"low",0.15,NA,99,"left","left"
"1220",20176,1,"low",0.15,NA,100,"left","right"
"1221",20176,1,"low",0.15,NA,101,"left","right"
"1222",20176,1,"low",0.15,NA,102,"left","right"
"1223",20176,1,"low",0.15,NA,103,"right","right"
"1224",20176,1,"low",0.15,NA,104,"right","right"
"1225",20176,1,"low",0.15,NA,105,"right","right"
"1226",20176,1,"low",0.15,NA,106,"right","right"
"1227",20176,1,"low",0.15,NA,107,"right","right"
"1228",20176,1,"low",0.15,NA,108,"right","right"
"1229",20176,1,"low",0.15,NA,109,"right","right"
"1230",20176,1,"low",0.15,NA,110,"right","left"
"1231",20176,1,"low",0.15,NA,111,"right","left"
"1232",20176,1,"low",0.15,NA,112,"right","right"
"1233",20176,1,"low",0.15,NA,113,"right","right"
"1234",20176,1,"low",0.15,NA,114,"right","right"
"1235",20176,1,"low",0.15,NA,115,"right","right"
"1236",20176,1,"low",0.15,NA,116,"right","right"
"1237",20176,1,"low",0.15,NA,117,"right","left"
"1238",20176,1,"low",0.15,NA,118,"right","right"
"1239",20176,1,"low",0.15,NA,119,"right","right"
"1240",20176,1,"low",0.15,NA,120,"right","right"
"1241",20176,1,"high",0.4,NA,121,"right","left"
"1242",20176,1,"high",0.4,NA,122,"right","right"
"1243",20176,1,"high",0.4,NA,123,"right","left"
"1244",20176,1,"high",0.4,NA,124,"right","right"
"1245",20176,1,"high",0.4,NA,125,"right","left"
"1246",20176,1,"high",0.4,NA,126,"right","right"
"1247",20176,1,"high",0.4,NA,127,"right","left"
"1248",20176,1,"high",0.4,NA,128,"right","right"
"1249",20176,1,"high",0.4,NA,129,"right","left"
"1250",20176,1,"high",0.4,NA,130,"right","right"
"1251",20176,1,"high",0.4,NA,131,"right","right"
"1252",20176,1,"high",0.4,NA,132,"right","left"
"1253",20176,1,"high",0.4,NA,133,"right","right"
"1254",20176,1,"high",0.4,NA,134,"right","left"
"1255",20176,1,"high",0.4,NA,135,"right","right"
"1256",20176,1,"high",0.4,NA,136,"right","right"
"1257",20176,1,"low",0.85,NA,137,"right","left"
"1258",20176,1,"low",0.85,NA,138,"right","left"
"1259",20176,1,"low",0.85,NA,139,"right","left"
"1260",20176,1,"low",0.85,NA,140,"right","right"
"1261",20176,1,"low",0.85,NA,141,"right","left"
"1262",20176,1,"low",0.85,NA,142,"right","left"
"1263",20176,1,"low",0.85,NA,143,"left","left"
"1264",20176,1,"low",0.85,NA,144,"left","left"
"1265",20176,1,"low",0.85,NA,145,"left","left"
"1266",20176,1,"low",0.85,NA,146,"left","left"
"1267",20176,1,"low",0.85,NA,147,"left","left"
"1268",20176,1,"low",0.85,NA,148,"left","left"
"1269",20176,1,"low",0.85,NA,149,"left","left"
"1270",20176,1,"low",0.85,NA,150,"left","left"
"1271",20176,1,"low",0.85,NA,151,"left","left"
"1272",20176,1,"low",0.85,NA,152,"left","right"
"1273",20176,1,"low",0.85,NA,153,"left","left"
"1274",20176,1,"low",0.85,NA,154,"left","left"
"1275",20176,1,"low",0.85,NA,155,"left","left"
"1276",20176,1,"low",0.85,NA,156,"left","left"
"1277",20176,1,"low",0.85,NA,157,"left","left"
"1278",20176,1,"low",0.85,NA,158,"left","left"
"1279",20176,1,"low",0.85,NA,159,"left","left"
"1280",20176,1,"low",0.85,NA,160,"left","left"
"1281",22247,1,"low",0.85,NA,1,"right","left"
"1282",22247,1,"low",0.85,NA,2,"left","left"
"1283",22247,1,"low",0.85,NA,3,"left","left"
"1284",22247,1,"low",0.85,NA,4,"left","left"
"1285",22247,1,"low",0.85,NA,5,"left","left"
"1286",22247,1,"low",0.85,NA,6,"left","right"
"1287",22247,1,"low",0.85,NA,7,"right","left"
"1288",22247,1,"low",0.85,NA,8,"left","left"
"1289",22247,1,"low",0.85,NA,9,"left","left"
"1290",22247,1,"low",0.85,NA,10,"left","left"
"1291",22247,1,"low",0.85,NA,11,"left","left"
"1292",22247,1,"low",0.85,NA,12,"left","left"
"1293",22247,1,"low",0.85,NA,13,"right","left"
"1294",22247,1,"low",0.85,NA,14,"left","left"
"1295",22247,1,"low",0.85,NA,15,"left","left"
"1296",22247,1,"low",0.85,NA,16,"left","left"
"1297",22247,1,"low",0.85,NA,17,"left","left"
"1298",22247,1,"low",0.85,NA,18,"left","left"
"1299",22247,1,"low",0.85,NA,19,"left","left"
"1300",22247,1,"low",0.85,NA,20,"left","left"
"1301",22247,1,"high",0.4,NA,21,"left","right"
"1302",22247,1,"high",0.4,NA,22,"right","right"
"1303",22247,1,"high",0.4,NA,23,"right","left"
"1304",22247,1,"high",0.4,NA,24,"left","right"
"1305",22247,1,"high",0.4,NA,25,"right","left"
"1306",22247,1,"high",0.4,NA,26,"right","left"
"1307",22247,1,"high",0.4,NA,27,"left","left"
"1308",22247,1,"high",0.4,NA,28,"right","right"
"1309",22247,1,"high",0.4,NA,29,"right","right"
"1310",22247,1,"high",0.4,NA,30,"right","left"
"1311",22247,1,"high",0.4,NA,31,"left","left"
"1312",22247,1,"high",0.4,NA,32,"right","left"
"1313",22247,1,"high",0.4,NA,33,"left","left"
"1314",22247,1,"high",0.4,NA,34,"left","left"
"1315",22247,1,"high",0.4,NA,35,"left","right"
"1316",22247,1,"high",0.4,NA,36,"right","right"
"1317",22247,1,"high",0.4,NA,37,"right","left"
"1318",22247,1,"high",0.4,NA,38,"left","left"
"1319",22247,1,"high",0.4,NA,39,"right","left"
"1320",22247,1,"high",0.4,NA,40,"right","right"
"1321",22247,1,"high",0.4,NA,41,"right","right"
"1322",22247,1,"high",0.4,NA,42,"right","left"
"1323",22247,1,"high",0.4,NA,43,"left","right"
"1324",22247,1,"high",0.4,NA,44,"right","right"
"1325",22247,1,"high",0.6,NA,45,"right","right"
"1326",22247,1,"high",0.6,NA,46,"right","right"
"1327",22247,1,"high",0.6,NA,47,"right","left"
"1328",22247,1,"high",0.6,NA,48,"left","right"
"1329",22247,1,"high",0.6,NA,49,"right","left"
"1330",22247,1,"high",0.6,NA,50,"right","right"
"1331",22247,1,"high",0.6,NA,51,"right","left"
"1332",22247,1,"high",0.6,NA,52,"right","left"
"1333",22247,1,"high",0.6,NA,53,"left","right"
"1334",22247,1,"high",0.6,NA,54,"left","right"
"1335",22247,1,"high",0.6,NA,55,"left","left"
"1336",22247,1,"high",0.6,NA,56,"left","right"
"1337",22247,1,"high",0.6,NA,57,"right","right"
"1338",22247,1,"high",0.6,NA,58,"right","left"
"1339",22247,1,"high",0.6,NA,59,"left","left"
"1340",22247,1,"high",0.6,NA,60,"left","left"
"1341",22247,1,"high",0.6,NA,61,"left","right"
"1342",22247,1,"high",0.6,NA,62,"right","left"
"1343",22247,1,"high",0.6,NA,63,"left","left"
"1344",22247,1,"high",0.6,NA,64,"left","left"
"1345",22247,1,"low",0.15,NA,65,"left","right"
"1346",22247,1,"low",0.15,NA,66,"right","right"
"1347",22247,1,"low",0.15,NA,67,"right","right"
"1348",22247,1,"low",0.15,NA,68,"right","right"
"1349",22247,1,"low",0.15,NA,69,"right","right"
"1350",22247,1,"low",0.15,NA,70,"right","right"
"1351",22247,1,"low",0.15,NA,71,"right","right"
"1352",22247,1,"low",0.15,NA,72,"right","left"
"1353",22247,1,"low",0.15,NA,73,"right","right"
"1354",22247,1,"low",0.15,NA,74,"right","right"
"1355",22247,1,"low",0.15,NA,75,"right","right"
"1356",22247,1,"low",0.15,NA,76,"right","right"
"1357",22247,1,"low",0.15,NA,77,"right","right"
"1358",22247,1,"low",0.15,NA,78,"right","left"
"1359",22247,1,"low",0.15,NA,79,"right","right"
"1360",22247,1,"low",0.15,NA,80,"right","right"
"1361",22247,1,"high",0.6,NA,81,"left","right"
"1362",22247,1,"high",0.6,NA,82,"right","left"
"1363",22247,1,"high",0.6,NA,83,"right","left"
"1364",22247,1,"high",0.6,NA,84,"left","right"
"1365",22247,1,"high",0.6,NA,85,"right","left"
"1366",22247,1,"high",0.6,NA,86,"left","right"
"1367",22247,1,"high",0.6,NA,87,"right","left"
"1368",22247,1,"high",0.6,NA,88,"right","left"
"1369",22247,1,"high",0.6,NA,89,"left","left"
"1370",22247,1,"high",0.6,NA,90,"left","right"
"1371",22247,1,"high",0.6,NA,91,"right","left"
"1372",22247,1,"high",0.6,NA,92,"right","right"
"1373",22247,1,"high",0.6,NA,93,"left","left"
"1374",22247,1,"high",0.6,NA,94,"right","left"
"1375",22247,1,"high",0.6,NA,95,"right","right"
"1376",22247,1,"high",0.6,NA,96,"left","left"
"1377",22247,1,"low",0.15,NA,97,"right","left"
"1378",22247,1,"low",0.15,NA,98,"right","right"
"1379",22247,1,"low",0.15,NA,99,"left","right"
"1380",22247,1,"low",0.15,NA,100,"left","right"
"1381",22247,1,"low",0.15,NA,101,"right","right"
"1382",22247,1,"low",0.15,NA,102,"right","right"
"1383",22247,1,"low",0.15,NA,103,"right","right"
"1384",22247,1,"low",0.15,NA,104,"right","right"
"1385",22247,1,"low",0.15,NA,105,"right","right"
"1386",22247,1,"low",0.15,NA,106,"right","right"
"1387",22247,1,"low",0.15,NA,107,"right","right"
"1388",22247,1,"low",0.15,NA,108,"right","right"
"1389",22247,1,"low",0.15,NA,109,"right","right"
"1390",22247,1,"low",0.15,NA,110,"right","right"
"1391",22247,1,"low",0.15,NA,111,"right","right"
"1392",22247,1,"low",0.15,NA,112,"right","right"
"1393",22247,1,"low",0.15,NA,113,"right","left"
"1394",22247,1,"low",0.15,NA,114,"right","right"
"1395",22247,1,"low",0.15,NA,115,"right","right"
"1396",22247,1,"low",0.15,NA,116,"right","right"
"1397",22247,1,"low",0.15,NA,117,"right","right"
"1398",22247,1,"low",0.15,NA,118,"right","right"
"1399",22247,1,"low",0.15,NA,119,"right","left"
"1400",22247,1,"low",0.15,NA,120,"right","right"
"1401",22247,1,"high",0.4,NA,121,"right","right"
"1402",22247,1,"high",0.4,NA,122,"right","right"
"1403",22247,1,"high",0.4,NA,123,"right","right"
"1404",22247,1,"high",0.4,NA,124,"right","left"
"1405",22247,1,"high",0.4,NA,125,"right","right"
"1406",22247,1,"high",0.4,NA,126,"right","right"
"1407",22247,1,"high",0.4,NA,127,"right","left"
"1408",22247,1,"high",0.4,NA,128,"right","left"
"1409",22247,1,"high",0.4,NA,129,"left","right"
"1410",22247,1,"high",0.4,NA,130,"right","right"
"1411",22247,1,"high",0.4,NA,131,"right","right"
"1412",22247,1,"high",0.4,NA,132,"right","left"
"1413",22247,1,"high",0.4,NA,133,"right","left"
"1414",22247,1,"high",0.4,NA,134,"left","left"
"1415",22247,1,"high",0.4,NA,135,"left","right"
"1416",22247,1,"high",0.4,NA,136,"left","left"
"1417",22247,1,"low",0.85,NA,137,"left","left"
"1418",22247,1,"low",0.85,NA,138,"left","left"
"1419",22247,1,"low",0.85,NA,139,"left","left"
"1420",22247,1,"low",0.85,NA,140,"right","left"
"1421",22247,1,"low",0.85,NA,141,"right","left"
"1422",22247,1,"low",0.85,NA,142,"left","left"
"1423",22247,1,"low",0.85,NA,143,"left","left"
"1424",22247,1,"low",0.85,NA,144,"left","left"
"1425",22247,1,"low",0.85,NA,145,"left","right"
"1426",22247,1,"low",0.85,NA,146,"left","right"
"1427",22247,1,"low",0.85,NA,147,"left","left"
"1428",22247,1,"low",0.85,NA,148,"left","right"
"1429",22247,1,"low",0.85,NA,149,"right","left"
"1430",22247,1,"low",0.85,NA,150,"left","right"
"1431",22247,1,"low",0.85,NA,151,"right","left"
"1432",22247,1,"low",0.85,NA,152,"left","left"
"1433",22247,1,"low",0.85,NA,153,"right","left"
"1434",22247,1,"low",0.85,NA,154,"left","left"
"1435",22247,1,"low",0.85,NA,155,"left","left"
"1436",22247,1,"low",0.85,NA,156,"left","right"
"1437",22247,1,"low",0.85,NA,157,"right","left"
"1438",22247,1,"low",0.85,NA,158,"right","left"
"1439",22247,1,"low",0.85,NA,159,"left","left"
"1440",22247,1,"low",0.85,NA,160,"left","left"
"1441",23051,1,"low",0.85,NA,1,"left","left"
"1442",23051,1,"low",0.85,NA,2,"right","left"
"1443",23051,1,"low",0.85,NA,3,"left","right"
"1444",23051,1,"low",0.85,NA,4,"left","right"
"1445",23051,1,"low",0.85,NA,5,"right","left"
"1446",23051,1,"low",0.85,NA,6,"right","left"
"1447",23051,1,"low",0.85,NA,7,"left","left"
"1448",23051,1,"low",0.85,NA,8,"left","left"
"1449",23051,1,"low",0.85,NA,9,"left","left"
"1450",23051,1,"low",0.85,NA,10,"left","left"
"1451",23051,1,"low",0.85,NA,11,"left","left"
"1452",23051,1,"low",0.85,NA,12,"left","left"
"1453",23051,1,"low",0.85,NA,13,"left","left"
"1454",23051,1,"low",0.85,NA,14,"left","left"
"1455",23051,1,"low",0.85,NA,15,"left","left"
"1456",23051,1,"low",0.85,NA,16,"left","left"
"1457",23051,1,"low",0.85,NA,17,"left","right"
"1458",23051,1,"low",0.85,NA,18,"right","left"
"1459",23051,1,"low",0.85,NA,19,"left","left"
"1460",23051,1,"low",0.85,NA,20,"left","left"
"1461",23051,1,"high",0.4,NA,21,"left","left"
"1462",23051,1,"high",0.4,NA,22,"left","left"
"1463",23051,1,"high",0.4,NA,23,"left","right"
"1464",23051,1,"high",0.4,NA,24,"left","right"
"1465",23051,1,"high",0.4,NA,25,"right","right"
"1466",23051,1,"high",0.4,NA,26,"right","right"
"1467",23051,1,"high",0.4,NA,27,"right","right"
"1468",23051,1,"high",0.4,NA,28,"right","right"
"1469",23051,1,"high",0.4,NA,29,"right","right"
"1470",23051,1,"high",0.4,NA,30,"right","left"
"1471",23051,1,"high",0.4,NA,31,"left","left"
"1472",23051,1,"high",0.4,NA,32,"right","right"
"1473",23051,1,"high",0.4,NA,33,"right","left"
"1474",23051,1,"high",0.4,NA,34,"left","right"
"1475",23051,1,"high",0.4,NA,35,"left","right"
"1476",23051,1,"high",0.4,NA,36,"right","right"
"1477",23051,1,"high",0.4,NA,37,"right","right"
"1478",23051,1,"high",0.4,NA,38,"right","right"
"1479",23051,1,"high",0.4,NA,39,"right","right"
"1480",23051,1,"high",0.4,NA,40,"right","left"
"1481",23051,1,"high",0.4,NA,41,"left","right"
"1482",23051,1,"high",0.4,NA,42,"right","left"
"1483",23051,1,"high",0.4,NA,43,"left","right"
"1484",23051,1,"high",0.4,NA,44,"left","right"
"1485",23051,1,"high",0.6,NA,45,"right","right"
"1486",23051,1,"high",0.6,NA,46,"right","left"
"1487",23051,1,"high",0.6,NA,47,"left","right"
"1488",23051,1,"high",0.6,NA,48,"right","left"
"1489",23051,1,"high",0.6,NA,49,"left","left"
"1490",23051,1,"high",0.6,NA,50,"left","right"
"1491",23051,1,"high",0.6,NA,51,"right","right"
"1492",23051,1,"high",0.6,NA,52,"right","left"
"1493",23051,1,"high",0.6,NA,53,"right","left"
"1494",23051,1,"high",0.6,NA,54,"left","left"
"1495",23051,1,"high",0.6,NA,55,"left","left"
"1496",23051,1,"high",0.6,NA,56,"left","left"
"1497",23051,1,"high",0.6,NA,57,"left","right"
"1498",23051,1,"high",0.6,NA,58,"right","left"
"1499",23051,1,"high",0.6,NA,59,"left","left"
"1500",23051,1,"high",0.6,NA,60,"left","left"
"1501",23051,1,"high",0.6,NA,61,"left","left"
"1502",23051,1,"high",0.6,NA,62,"left","left"
"1503",23051,1,"high",0.6,NA,63,"left","right"
"1504",23051,1,"high",0.6,NA,64,"right","right"
"1505",23051,1,"low",0.15,NA,65,"right","right"
"1506",23051,1,"low",0.15,NA,66,"right","right"
"1507",23051,1,"low",0.15,NA,67,"right","right"
"1508",23051,1,"low",0.15,NA,68,"right","left"
"1509",23051,1,"low",0.15,NA,69,"left","right"
"1510",23051,1,"low",0.15,NA,70,"right","right"
"1511",23051,1,"low",0.15,NA,71,"right","right"
"1512",23051,1,"low",0.15,NA,72,"right","right"
"1513",23051,1,"low",0.15,NA,73,"right","right"
"1514",23051,1,"low",0.15,NA,74,"right","right"
"1515",23051,1,"low",0.15,NA,75,"right","left"
"1516",23051,1,"low",0.15,NA,76,"left","right"
"1517",23051,1,"low",0.15,NA,77,"left","right"
"1518",23051,1,"low",0.15,NA,78,"right","right"
"1519",23051,1,"low",0.15,NA,79,"right","right"
"1520",23051,1,"low",0.15,NA,80,"right","right"
"1521",23051,1,"high",0.6,NA,81,"right","right"
"1522",23051,1,"high",0.6,NA,82,"right","left"
